timestamp_ns,t_s,sensor_id,ax,ay,az,gx,gy,gz
6290571987546,0.1707425,1,3.355473626708984,0.8283937744140625,8.492233288574218,9.267175572519085,17.49618320610687,-2.8244274809160306
6290578615775,0.177370729,1,3.508702532958984,0.8283937744140625,8.531737615966797,7.251908396946565,14.702290076335878,-5.656488549618321
6290585273588,0.184028542,1,3.679887951660156,1.025915411376953,8.684966522216797,7.709923664122138,6.442748091603053,-4.793893129770993
6290591937702,0.190692656,1,3.697844464111328,1.0702081420898437,8.534131817626953,-0.10687022900763359,7.465648854961832,-2.2290076335877864
6290598605463,0.197360417,1,3.265691064453125,1.0175357055664063,8.079233502197265,-5.526717557251908,-4.259541984732825,-2.16793893129771
6290605272077,0.204027031,1,3.1950621154785153,0.9636661682128905,7.662642413330078,-4.312977099236641,-5.343511450381679,-2.16793893129771
6290611934890,0.210689844,1,3.4584242980957027,0.9409212524414062,7.580042456054687,2.83206106870229,1.7251908396946565,-4.206106870229007
6290618604786,0.21735974,1,3.6248213134765623,1.035492218017578,7.624335186767578,10.106870229007633,7.969465648854962,-4.862595419847328
6290625271505,0.224026459,1,3.69664736328125,1.1743559143066407,7.302315063476562,10.48091603053435,7.3893129770992365,-5.770992366412214
6290631936452,0.230691406,1,3.1962592163085937,1.1659762084960936,7.559691741943359,-3.5419847328244276,8.419847328244275,-8.450381679389313
6290638604265,0.237359219,1,3.124433166503906,1.5514426757812498,7.72489165649414,-8.19083969465649,15.82442748091603,-14.687022900763358
6290645271088,0.244026042,1,3.1567548889160153,1.8243816650390623,7.957129217529296,-7.809160305343512,19.46564885496183,-17.480916030534353
6290651935567,0.250690521,1,3.1172505615234374,2.033874310302734,8.070853796386718,-9.045801526717558,17.14503816793893,-15.076335877862595
6290658604629,0.257359583,1,2.96881005859375,2.0925322509765625,8.060079888916015,-7.847328244274809,14.106870229007633,-10.564885496183207
6290665268223,0.264023177,1,3.0633810241699218,2.1416133850097654,7.894879974365234,-5.213740458015267,11.335877862595419,-6.152671755725191
6290671937911,0.270692865,1,3.4488474914550777,2.1021090576171875,7.732074261474609,-4.961832061068702,11.259541984732824,-1.9618320610687023
6290678604525,0.277359479,1,3.9995138732910154,1.9285294372558592,7.320271575927734,-4.229007633587786,9.786259541984732,3.900763358778626
6290685270359,0.284025313,1,3.2525229553222657,1.5825672973632812,6.927622503662109,-3.045801526717557,10.0,11.603053435114504
6290691938275,0.290693229,1,2.962824554443359,0.97683427734375,6.775590698242187,6.030534351145038,15.969465648854962,20.290076335877863
6290698605046,0.29736,1,2.7473464050292966,0.7206546997070312,6.806715319824218,30.419847328244273,29.435114503816795,20.49618320610687
6290705270150,0.304025104,1,3.0442274108886718,0.5303156677246094,7.4399816589355465,40.221374045801525,51.10687022900763,14.740458015267176
6290711936244,0.310691198,1,3.0442274108886718,0.59376201171875,8.206126190185547,37.82442748091603,57.51908396946565,6.206106870229007
6290718604838,0.317359792,1,3.0430303100585934,0.59376201171875,8.866925848388671,22.31297709923664,51.80916030534351,-0.1450381679389313
6290725269682,0.324024636,1,2.422932080078125,0.6428431457519531,8.866925848388671,8.511450381679388,46.412213740458014,-6.412213740458015
6290731938484,0.330693438,1,2.0075380920410155,0.6907271789550781,9.479841473388671,8.511450381679388,44.42748091603053,-15.412213740458014
6290738604734,0.337359688,1,2.3032219970703123,1.0797849487304687,9.922768780517577,9.427480916030534,44.42748091603053,-17.419847328244273
6290745270411,0.344025365,1,2.9939491760253905,1.4437036010742186,9.849745629882811,10.404580152671755,34.49618320610687,-17.419847328244273
6290751938327,0.350693281,1,3.3399113159179685,1.562216583251953,9.13627353515625,3.4656488549618323,8.419847328244275,-11.595419847328245
6290758604838,0.357359792,1,3.1735143005371094,1.6017209106445311,8.239645013427733,-7.580152671755725,-9.251908396946565,-8.038167938931299
6290765271088,0.364026042,1,3.151966485595703,1.6675614562988281,7.7787611938476555,-13.374045801526718,-3.5114503816793894,-7.694656488549619
6290771937702,0.370692656,1,3.106476654052734,1.7944541442871094,7.556100439453124,-7.473282442748092,5.33587786259542,-9.068702290076336
6290778604369,0.377359323,1,2.9759926635742184,1.8411410766601561,7.501033801269531,-3.099236641221374,13.50381679389313,-5.748091603053435
6290785272286,0.38402724,1,3.227383837890625,1.744175909423828,7.808688714599609,4.732824427480916,23.106870229007633,-2.9160305343511452
6290791937546,0.3906925,1,3.327940307617187,1.7453730102539062,8.259995727539062,14.213740458015268,30.770992366412212,-2.1526717557251906
6290798603327,0.397358281,1,2.7186159851074216,1.6352397338867186,8.639476690673828,15.038167938931299,27.519083969465647,1.0305343511450382
6290805271713,0.404026667,1,2.2601263671875,1.2797007873535156,8.78552299194336,6.061068702290076,19.47328244274809,2.2748091603053435
6290811938119,0.410693073,1,2.062604730224609,1.1695675109863282,8.706514337158202,0.8931297709923665,13.045801526717558,2.618320610687023
6290818603015,0.417357969,1,2.445676995849609,1.2928688964843749,8.582015850830077,2.3282442748091605,14.473282442748092,-3.4580152671755724
6290825270723,0.424025677,1,2.5941174987792968,1.5442600708007812,8.690952026367187,-3.8931297709923665,14.618320610687023,-8.946564885496183
6290831936504,0.430691458,1,1.9967641845703124,1.552639776611328,8.589198455810546,-14.381679389312977,4.229007633587786,-6.419847328244275
6290838602077,0.437357031,1,1.361103643798828,1.5131354492187499,8.59997236328125,-15.358778625954198,-2.9160305343511452,-6.106870229007634
6290845270150,0.444025104,1,1.5670049865722655,1.705868682861328,8.894459167480468,-7.900763358778626,8.076335877862595,-12.709923664122137
6290851938015,0.450692969,1,1.638831036376953,2.136824981689453,8.99501563720703,3.0610687022900764,8.198473282442748,-16.053435114503817
6290858604473,0.457359427,1,1.945288848876953,2.0254946044921875,8.877699755859375,-6.748091603053435,-4.198473282442748,-10.511450381679388
6290865270306,0.46402526,1,2.0266917053222655,2.3319524169921872,8.857349041748046,-22.374045801526716,-12.305343511450381,-7.152671755725191
6290871937442,0.470692396,1,2.3427263244628906,2.3331495178222657,8.550891229248046,-23.33587786259542,-8.732824427480915,-4.9541984732824424
6290878604525,0.477359479,1,2.980781066894531,2.474407415771484,8.179789971923828,-21.38167938931298,-9.312977099236642,3.8473282442748094
6290885270879,0.484025833,1,3.1735143005371094,2.3523031311035156,7.794323504638672,-13.610687022900763,-9.312977099236642,3.8473282442748094
6290891935984,0.490690938,1,3.3674446350097655,2.2278046447753903,7.362170104980469,-9.564885496183207,-5.412213740458015,11.206106870229007
6290898604317,0.497359271,1,3.7804444213867185,1.7274164978027342,7.738059765625,-1.2061068702290076,17.83969465648855,15.221374045801527
6290905270775,0.504025729,1,3.7050270690917966,1.6244658264160154,8.022969763183593,28.374045801526716,28.519083969465647,17.33587786259542
6290911936973,0.510691927,1,2.9747955627441405,1.197100830078125,8.504204296874999,36.6793893129771,28.458015267175572,26.84732824427481
6290918606296,0.51736125,1,2.806004345703125,0.7565677246093749,9.014169250488282,31.17557251908397,32.23664122137404,26.946564885496183
6290925271921,0.524026875,1,2.779668127441406,0.7134720947265625,9.305064752197264,28.51145038167939,31.31297709923664,20.435114503816795
6290931936296,0.53069125,1,2.9700071594238278,0.6440402465820312,9.627084875488281,24.03053435114504,34.14503816793893,15.17557251908397
6290938603327,0.537358281,1,2.890998504638672,0.5961562133789062,9.858125335693359,26.427480916030536,24.732824427480917,11.931297709923664
6290945269525,0.544024479,1,2.8598738830566406,0.7601590270996094,9.843760125732421,28.87786259541985,17.633587786259543,7.564885496183206
6290951937494,0.550692448,1,2.8419173706054686,0.9133879333496093,9.938331091308592,25.938931297709924,11.664122137404581,0.12213740458015267
6290958613484,0.557368438,1,2.912546319580078,1.083376251220703,10.01015714111328,18.236641221374047,3.732824427480916,-5.809160305343512
6290965274421,0.564029375,1,3.151966485595703,1.22583125,9.90122096557617,13.625954198473282,-4.687022900763359,-9.954198473282442
6290971935411,0.570690365,1,3.1124621582031247,1.419761584472656,9.488221179199218,12.404580152671755,-14.358778625954198,-12.267175572519085
6290978605827,0.577360781,1,2.5713725830078125,1.5059528442382812,9.042899670410156,11.687022900763358,-25.053435114503817,-10.816793893129772
6290985270359,0.584025313,1,2.6479870361328124,1.5275006591796874,8.696937530517578,6.809160305343512,-21.49618320610687,-13.702290076335878
6290991937077,0.590692031,1,2.673126153564453,1.638831036376953,8.251616021728514,11.80916030534351,-19.068702290076335,-12.01526717557252
6290998604994,0.597359948,1,2.673126153564453,1.7501614135742187,7.87812056274414,27.519083969465647,-16.16030534351145,-9.641221374045802
