timestamp_ns,t_s,sensor_id,ax,ay,gz
5058857465620,0.061534219,1,0.24061726684570311,1.7417817077636717,-1.8473282442748091
5058864095047,0.068163646,1,0.2214636535644531,1.7513585144042967,-1.3740458015267176
5058870762183,0.074830782,1,0.2346317626953125,1.705868682861328,-1.3511450381679388
5058877427860,0.081496459,1,0.2645592834472656,1.715445489501953,-1.3053435114503817
5058884090516,0.088159115,1,0.22864625854492185,1.7513585144042967,-1.2595419847328244
5058890754839,0.094823438,1,0.20829554443359374,1.7693150268554687,-1.3053435114503817
5058897420724,0.101489323,1,0.20709844360351562,1.7465701110839842,-1.3587786259541985
5058904087860,0.108156459,1,0.23223756103515625,1.7034744812011717,-1.3206106870229009
5058910754787,0.114823386,1,0.23223756103515625,1.7585411193847655,-1.4274809160305344
5058917421349,0.121489948,1,0.2059013427734375,1.7585411193847655,-1.3053435114503817
5058924086818,0.128155417,1,0.22026655273437498,1.6927005737304686,-1.3587786259541985
5058930753589,0.134822188,1,0.26216508178710934,1.714248388671875,-1.282442748091603
5058937420256,0.141488855,1,0.21308394775390624,1.7429788085937499,-1.3206106870229009
5058944086506,0.148155105,1,0.23343466186523437,1.7357962036132812,-1.3206106870229009
5058950754006,0.154822605,1,0.2154781494140625,1.7298106994628906,-1.2900763358778626
5058957420568,0.161489167,1,0.17357962036132812,1.7322049011230467,-1.282442748091603
5058964087079,0.168155678,1,0.2597708801269531,1.7082628845214842,-1.2900763358778626
5058970753329,0.174821928,1,0.2442085693359375,1.7202338928222656,-1.3587786259541985
5058977419735,0.181488334,1,0.239420166015625,1.7597382202148437,-1.297709923664122
5058984086974,0.188155573,1,0.20829554443359374,1.686715069580078,-1.366412213740458
5058990753172,0.194821771,1,0.239420166015625,1.7166425903320313,-1.3435114503816794
5058997420672,0.201489271,1,0.1879448303222656,1.7334020019531249,-1.3206106870229009
5059004086401,0.208155,1,0.22026655273437498,1.7286135986328124,-1.3435114503816794
