timestamp_ns,t_s,sensor_id,ax,ay,az,gx,gy,gz
6307449403373,0.173453125,3,-2.0374656127929685,6.028599780273437,-8.87410845336914,-25.091603053435115,57.49618320610687,9.091603053435115
6307455620404,0.179670156,3,-1.8171990600585937,5.990292553710937,-8.680178118896483,-16.33587786259542,90.9618320610687,4.7251908396946565
6307461680665,0.185730417,3,-1.811213555908203,5.608417388916015,-7.960720520019531,2.5801526717557253,107.34351145038168,7.038167938931298
6307467624102,0.191673854,3,-1.9093758239746093,5.377376928710937,-7.407659936523437,16.870229007633586,119.6030534351145,6.99236641221374
6307473602696,0.197652448,3,-1.8004396484374998,5.272032055664062,-7.020996368408203,32.152671755725194,131.0381679389313,1.8854961832061068
6307479533894,0.203583646,3,-1.599326708984375,5.194220501708984,-6.598419775390624,44.20610687022901,143.41221374045801,-4.534351145038168
6307485466498,0.20951625,3,-1.313219610595703,5.0769046203613275,-6.263231542968749,50.79389312977099,155.50381679389312,-11.854961832061068
6307491433633,0.215483385,3,-1.102529864501953,4.92247861328125,-5.27322915649414,53.87022900763359,172.10687022900763,-13.221374045801527
6307497319258,0.22136901,3,-0.5374982727050781,4.75009609375,-4.854243865966796,55.23664122137404,175.66412213740458,-15.49618320610687
6307503232956,0.227282708,3,-0.26815058593749996,4.721365673828124,-4.618415002441406,54.56488549618321,173.793893129771,-17.641221374045802
6307509160300,0.233210052,3,0.011971008300781249,4.535815045166015,-4.319139794921875,54.900763358778626,174.83969465648855,-18.259541984732824
6307515069206,0.239118958,3,0.25258827514648435,4.483142608642578,-3.967192150878906,56.67175572519084,176.70992366412213,-20.35114503816794
6307521016967,0.245066719,3,0.4704606262207031,4.46279189453125,-3.6631285400390623,55.49618320610687,161.1145038167939,-23.0381679389313
6307526961081,0.251010833,3,0.5051765502929687,4.333505004882812,-3.1172505615234374,49.67175572519084,145.3740458015267,-21.793893129770993
6307532871811,0.256921563,3,0.6979097839355468,4.259284753417968,-3.087323040771484,42.412213740458014,133.6793893129771,-26.083969465648856
6307538737748,0.2627875,3,0.8631096984863281,4.35385571899414,-2.9269115295410155,34.3587786259542,130.93129770992365,-33.06870229007634
