dlpf,tag,rate_hz,sensor_id,axis,std_dev,n_samples,source_file
3,GEN_S123_default,100.0,1,ax,0.014778892240159273,1500,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\100Hz\mpu_S1_2025-11-29_01-11-44.csv
3,GEN_S123_default,100.0,1,ay,0.013490187088340643,1500,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\100Hz\mpu_S1_2025-11-29_01-11-44.csv
3,GEN_S123_default,100.0,1,gz,0.027579154461158308,1500,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\100Hz\mpu_S1_2025-11-29_01-11-44.csv
3,GEN_S123_default,100.0,2,ax,0.01750256979996981,1500,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\100Hz\mpu_S2_2025-11-29_01-11-44.csv
3,GEN_S123_default,100.0,2,ay,0.014637058094744023,1500,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\100Hz\mpu_S2_2025-11-29_01-11-44.csv
3,GEN_S123_default,100.0,2,gz,0.031589922017467464,1500,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\100Hz\mpu_S2_2025-11-29_01-11-44.csv
3,GEN_S123_default,100.0,3,ax,0.014249272839787384,1500,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\100Hz\mpu_S3_2025-11-29_01-11-44.csv
3,GEN_S123_default,100.0,3,ay,0.01414207103223879,1500,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\100Hz\mpu_S3_2025-11-29_01-11-44.csv
3,GEN_S123_default,100.0,3,gz,0.03617127605264617,1500,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\100Hz\mpu_S3_2025-11-29_01-11-44.csv
3,GEN_S123_default,120.0,1,ax,0.014600833782947875,1800,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\120Hz\mpu_S1_2025-11-29_01-12-01.csv
3,GEN_S123_default,120.0,1,ay,0.013415236513668743,1800,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\120Hz\mpu_S1_2025-11-29_01-12-01.csv
3,GEN_S123_default,120.0,1,gz,0.029389931240587867,1800,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\120Hz\mpu_S1_2025-11-29_01-12-01.csv
3,GEN_S123_default,120.0,2,ax,0.020095023999226354,1800,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\120Hz\mpu_S2_2025-11-29_01-12-01.csv
3,GEN_S123_default,120.0,2,ay,0.013765454429715133,1800,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\120Hz\mpu_S2_2025-11-29_01-12-01.csv
3,GEN_S123_default,120.0,2,gz,0.034653549748032315,1800,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\120Hz\mpu_S2_2025-11-29_01-12-01.csv
3,GEN_S123_default,120.0,3,ax,0.014033043010584141,1800,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\120Hz\mpu_S3_2025-11-29_01-12-01.csv
3,GEN_S123_default,120.0,3,ay,0.013906766900402334,1800,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\120Hz\mpu_S3_2025-11-29_01-12-01.csv
3,GEN_S123_default,120.0,3,gz,0.03399455043360108,1800,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\120Hz\mpu_S3_2025-11-29_01-12-01.csv
3,GEN_S123_default,140.0,1,ax,0.014502714212349327,2084,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\140Hz\mpu_S1_2025-11-29_01-12-17.csv
3,GEN_S123_default,140.0,1,ay,0.013246219308740863,2084,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\140Hz\mpu_S1_2025-11-29_01-12-17.csv
3,GEN_S123_default,140.0,1,gz,0.029772289991948347,2084,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\140Hz\mpu_S1_2025-11-29_01-12-17.csv
3,GEN_S123_default,140.0,2,ax,0.019731127421477763,2084,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\140Hz\mpu_S2_2025-11-29_01-12-17.csv
3,GEN_S123_default,140.0,2,ay,0.014398982213013561,2084,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\140Hz\mpu_S2_2025-11-29_01-12-17.csv
3,GEN_S123_default,140.0,2,gz,0.036081862566166446,2084,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\140Hz\mpu_S2_2025-11-29_01-12-17.csv
3,GEN_S123_default,140.0,3,ax,0.013995237823563466,2084,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\140Hz\mpu_S3_2025-11-29_01-12-17.csv
3,GEN_S123_default,140.0,3,ay,0.013770138386295094,2084,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\140Hz\mpu_S3_2025-11-29_01-12-17.csv
3,GEN_S123_default,140.0,3,gz,0.03454177588731491,2084,C:\Projects\sense-pi-local-recording-live-main\param_sweep_data\dlpf3\GEN_S123_default\140Hz\mpu_S3_2025-11-29_01-12-17.csv
