timestamp_ns,t_s,sensor_id,ax,ay,gz
3326510432114,0.180699218,1,0.21787235107421873,1.7369933044433592,-1.3358778625954197
3326527062844,0.197329948,1,0.22266075439453123,1.7166425903320313,-1.3282442748091603
3326543726021,0.213993125,1,0.2166752502441406,1.7082628845214842,-1.3358778625954197
3326560389771,0.230656875,1,0.20470424194335937,1.753752716064453,-1.3129770992366412
3326577053625,0.247320729,1,0.24181436767578124,1.7334020019531249,-1.3129770992366412
3326593722323,0.263989427,1,0.2561795776367187,1.7274164978027342,-1.3282442748091603
3326610390083,0.280657187,1,0.23582886352539062,1.7298106994628906,-1.366412213740458
3326627055187,0.297322291,1,0.2454056701660156,1.7286135986328124,-1.366412213740458
3326643722896,0.31399,1,0.23343466186523437,1.707065783691406,-1.3282442748091603
3326660389666,0.33065677,1,0.20470424194335937,1.725022296142578,-1.282442748091603
3326677055031,0.347322135,1,0.24301146850585936,1.7274164978027342,-1.3206106870229009
3326693723208,0.363990312,1,0.2454056701660156,1.734599102783203,-1.3129770992366412
3326710390291,0.380657395,1,0.23343466186523437,1.7202338928222656,-1.3587786259541985
3326727056385,0.397323489,1,0.23343466186523437,1.7393875061035156,-1.3206106870229009
3326743721854,0.413988958,1,0.2166752502441406,1.7477672119140624,-1.3358778625954197
3326760388625,0.430655729,1,0.2166752502441406,1.7118541870117185,-1.2900763358778626
3326777055916,0.44732302,1,0.22744915771484372,1.714248388671875,-1.3435114503816794
3326793724302,0.463991406,1,0.21068974609375,1.7381904052734374,-1.3511450381679388
3326810388573,0.480655677,1,0.21428104858398436,1.7310078002929687,-1.3511450381679388
3326827054823,0.497321927,1,0.229843359375,1.7214309936523438,-1.282442748091603
3326843723156,0.51399026,1,0.23702596435546874,1.7489643127441405,-1.3358778625954197
3326860389198,0.530656302,1,0.2454056701660156,1.707065783691406,-1.3358778625954197
3326877055291,0.547322395,1,0.22505495605468748,1.7130512878417967,-1.3282442748091603
3326893721750,0.563988854,1,0.2346317626953125,1.715445489501953,-1.3358778625954197
3326910389823,0.580656927,1,0.2442085693359375,1.7465701110839842,-1.3435114503816794
3326927055500,0.597322604,1,0.24301146850585936,1.7310078002929687,-1.3358778625954197
3326943719770,0.613986874,1,0.22266075439453123,1.715445489501953,-1.3282442748091603
3326960389406,0.63065651,1,0.21906945190429686,1.744175909423828,-1.297709923664122
3326977056073,0.647323177,1,0.21787235107421873,1.7226280944824217,-1.3435114503816794
3326993722270,0.663989374,1,0.21787235107421873,1.7238251953125,-1.3587786259541985
3327010387895,0.680654999,1,0.2454056701660156,1.7405846069335937,-1.3358778625954197
3327027055500,0.697322604,1,0.21308394775390624,1.714248388671875,-1.3282442748091603
3327043720552,0.713987656,1,0.23702596435546874,1.7310078002929687,-1.297709923664122
3327060388104,0.730655208,1,0.22026655273437498,1.7262193969726563,-1.3358778625954197
3327077055083,0.747322187,1,0.22026655273437498,1.7274164978027342,-1.3206106870229009
3327093722062,0.763989166,1,0.239420166015625,1.7274164978027342,-1.3129770992366412
3327110389718,0.780656822,1,0.24899697265624998,1.7465701110839842,-1.3206106870229009
3327127055239,0.797322343,1,0.24181436767578124,1.7489643127441405,-1.3129770992366412
3327143721697,0.813988801,1,0.23822306518554687,1.7465701110839842,-1.3740458015267176
3327160388312,0.830655416,1,0.2154781494140625,1.7453730102539062,-1.3740458015267176
3327177056281,0.847323385,1,0.23582886352539062,1.7357962036132812,-1.3511450381679388
3327193723052,0.863990156,1,0.239420166015625,1.70467158203125,-1.3129770992366412
3327210401802,0.880668906,1,0.2154781494140625,1.7262193969726563,-1.3129770992366412
3327227057739,0.897324843,1,0.21308394775390624,1.7322049011230467,-1.3129770992366412
3327243721489,0.913988593,1,0.25258827514648435,1.7405846069335937,-1.2900763358778626
3327260388312,0.930655416,1,0.258573779296875,1.744175909423828,-1.2900763358778626
3327277055552,0.947322656,1,0.21787235107421873,1.7453730102539062,-1.3129770992366412
3327293721229,0.963988333,1,0.239420166015625,1.7118541870117185,-1.3435114503816794
3327310390135,0.980657239,1,0.23582886352539062,1.7417817077636717,-1.3206106870229009
3327327052895,0.997319999,1,0.22385785522460935,1.7226280944824217,-1.3511450381679388
3327343722218,1.013989322,1,0.23104046020507812,1.7190367919921874,-1.3206106870229009
3327360389406,1.03065651,1,0.2262520568847656,1.7465701110839842,-1.2748091603053435
3327377056333,1.047323437,1,0.21308394775390624,1.7322049011230467,-1.3282442748091603
3327393722374,1.063989478,1,0.21906945190429686,1.7429788085937499,-1.3206106870229009
3327410389249,1.080656353,1,0.23702596435546874,1.7489643127441405,-1.3435114503816794
3327427055656,1.09732276,1,0.24899697265624998,1.7573440185546874,-1.3129770992366412
3327443722479,1.113989583,1,0.23104046020507812,1.7118541870117185,-1.297709923664122
3327460388208,1.130655312,1,0.22864625854492185,1.7202338928222656,-1.3435114503816794
3327477055656,1.14732276,1,0.22026655273437498,1.7190367919921874,-1.3587786259541985
3327493720916,1.16398802,1,0.2262520568847656,1.7262193969726563,-1.3053435114503817
3327510388885,1.180655989,1,0.20949264526367187,1.7417817077636717,-1.3129770992366412
3327527058468,1.197325572,1,0.21906945190429686,1.7429788085937499,-1.3282442748091603
3327543724249,1.213991353,1,0.24181436767578124,1.7226280944824217,-1.3893129770992367
3327560389093,1.230656197,1,0.23343466186523437,1.7417817077636717,-1.3435114503816794
3327577054406,1.24732151,1,0.2059013427734375,1.7298106994628906,-1.366412213740458
3327593722687,1.263989791,1,0.23582886352539062,1.7034744812011717,-1.3129770992366412
3327610389145,1.280656249,1,0.23702596435546874,1.725022296142578,-1.3206106870229009
3327627053624,1.297320728,1,0.22744915771484372,1.7310078002929687,-1.3435114503816794
3327643722479,1.313989583,1,0.21787235107421873,1.7357962036132812,-1.3511450381679388
3327660390343,1.330657447,1,0.2442085693359375,1.7369933044433592,-1.297709923664122
3327677053676,1.34732078,1,0.239420166015625,1.7286135986328124,-1.3587786259541985
3327693722166,1.36398927,1,0.23582886352539062,1.7178396911621092,-1.3206106870229009
3327710390083,1.380657187,1,0.23104046020507812,1.7106570861816406,-1.3435114503816794
3327727054041,1.397321145,1,0.21787235107421873,1.7202338928222656,-1.3511450381679388
3327743722114,1.413989218,1,0.22266075439453123,1.7501614135742187,-1.3358778625954197
3327760388572,1.430655676,1,0.24779987182617186,1.695094775390625,-1.3358778625954197
3327777053885,1.447320989,1,0.2154781494140625,1.705868682861328,-1.3129770992366412
3327793721906,1.46398901,1,0.229843359375,1.7334020019531249,-1.2900763358778626
3327810390656,1.48065776,1,0.21787235107421873,1.7274164978027342,-1.3282442748091603
3327827056801,1.497323905,1,0.21906945190429686,1.734599102783203,-1.3358778625954197
3327843721958,1.513989062,1,0.22505495605468748,1.7489643127441405,-1.3435114503816794
3327860388676,1.53065578,1,0.22744915771484372,1.714248388671875,-1.3129770992366412
3327877055812,1.547322916,1,0.24181436767578124,1.715445489501953,-1.3282442748091603
3327893721906,1.56398901,1,0.24061726684570311,1.734599102783203,-1.3435114503816794
3327910389041,1.580656145,1,0.2059013427734375,1.7106570861816406,-1.3282442748091603
3327927054562,1.597321666,1,0.239420166015625,1.7310078002929687,-1.3129770992366412
3327943722426,1.61398953,1,0.229843359375,1.7489643127441405,-1.3358778625954197
3327960388468,1.630655572,1,0.22266075439453123,1.7405846069335937,-1.3129770992366412
3327977060760,1.647327864,1,0.22266075439453123,1.734599102783203,-1.3129770992366412
3327993722270,1.663989374,1,0.21068974609375,1.734599102783203,-1.2595419847328244
3328010408624,1.680675728,1,0.23223756103515625,1.7214309936523438,-1.3129770992366412
3328027060239,1.697327343,1,0.2501940734863281,1.7262193969726563,-1.3053435114503817
3328043729978,1.713997082,1,0.23582886352539062,1.7501614135742187,-1.3282442748091603
3328060385187,1.730652291,1,0.21906945190429686,1.7334020019531249,-1.3282442748091603
3328077060916,1.74732802,1,0.229843359375,1.7334020019531249,-1.3206106870229009
3328093722114,1.763989218,1,0.23343466186523437,1.7130512878417967,-1.3282442748091603
3328110391020,1.780658124,1,0.25737667846679685,1.7322049011230467,-1.3282442748091603
3328127060603,1.797327707,1,0.23582886352539062,1.7561469177246092,-1.3206106870229009
3328143722739,1.813989843,1,0.22505495605468748,1.7357962036132812,-1.366412213740458
3328160388937,1.830656041,1,0.2214636535644531,1.7357962036132812,-1.2671755725190839
3328177054562,1.847321666,1,0.24301146850585936,1.7357962036132812,-1.3129770992366412
