timestamp_ns,t_s,sensor_id,ax,ay,az
5874404717601,0.064879427,1,-5.325901593017578,5.702988354492187,3.881000891113281
5874414678538,0.074840364,1,-5.570110162353515,5.950788226318359,4.582501977539062
5874424682549,0.084844375,1,-5.872976672363281,5.984307049560546,5.5832782714843745
5874434683590,0.094845416,1,-5.6946086486816405,6.271611248779297,6.509834313964843
5874444676142,0.104837968,1,-5.607220288085937,6.3973068359375,6.8773442687988275
5874454674215,0.114836041,1,-5.44561167602539,6.196193896484375,6.696582043457031
5874464675309,0.124837135,1,-5.012261175537109,5.889736083984375,5.965153436279296
5874474674945,0.134836771,1,-5.181052392578125,5.6012347839355465,4.809951135253906
5874484674684,0.14483651,1,-5.3570262145996095,5.747281085205078,3.8175545471191406
5874494672444,0.15483427,1,-6.0537388977050774,6.171054779052734,2.9281086303710935
5874504674528,0.164836354,1,-6.320692382812499,6.8402341430664055,2.759317413330078
5874514674319,0.174836145,1,-5.701791253662109,7.522581616210937,3.2501287536621093
5874524672444,0.18483427,1,-5.280411761474609,7.583633758544922,3.7816415222167965
5874534674580,0.194836406,1,-5.29238276977539,6.975506536865234,4.332307904052734
5874544674840,0.204836666,1,-5.439626171875,5.692214447021484,5.352237811279297
5874554673174,0.214835,1,-5.588066674804687,4.781220715332031,6.044162091064453
5874564673747,0.224835573,1,-4.4184991638183595,4.431667272949219,6.09683452758789
5874574674007,0.234835833,1,-5.230133526611328,4.669890338134765,5.061342309570312
5874584674007,0.244835833,1,-5.165490081787109,5.0385973937988275,4.3239281982421875
5874594673278,0.254835104,1,-4.491522314453125,5.779602807617187,4.2521021484374995
5874604674163,0.264835989,1,-5.087678527832031,6.308721374511719,3.4165257690429685
5874614673434,0.27483526,1,-4.872200378417968,6.5756748596191406,3.208230224609375
5874624675517,0.284837343,1,-4.374206433105469,6.433219860839843,3.4524387939453125
5874634674632,0.294836458,1,-4.624400506591797,5.963956335449218,3.1411925781249996
5874644674372,0.304836198,1,-4.684255548095702,5.363011718749999,3.068169427490234
5874654671819,0.314833645,1,-4.73094248046875,5.201403106689453,3.2644939636230466
5874664674059,0.324835885,1,-4.685452648925781,5.195417602539062,3.5314474487304683
5874674673694,0.33483552,1,-4.575319372558593,5.237316131591797,4.297591979980469
5874684673122,0.344834948,1,-4.841075756835937,5.2636523498535155,4.50109912109375
5874694674476,0.354836302,1,-4.704606262207031,5.516240625,4.790797521972656
5874704674111,0.364835937,1,-4.340687609863281,6.111199737548827,4.766855505371093
5874714673851,0.374835677,1,-4.748898992919922,6.093243225097656,4.874594580078124
5874724673121,0.384834947,1,-4.565742565917969,6.380547424316406,5.312733483886719
5874734673799,0.394835625,1,-4.882974285888672,6.37815322265625,5.367800122070312
5874744673382,0.404835208,1,-5.25407554321289,6.279990954589843,5.365405920410156
5874754664476,0.414826302,1,-5.12000025024414,6.623558892822265,5.327098693847656
5874764673434,0.42483526,1,-5.103240838623047,6.764816790771484,4.796783026123046
5874774673226,0.434835052,1,-6.293159063720703,6.849810949707031,4.037821099853516
5874784673382,0.444835208,1,-5.699397052001952,6.836642840576172,4.127603662109375
5874794674215,0.454836041,1,-4.874594580078124,6.725312463378906,4.556165759277343
5874804673538,0.464835364,1,-5.067327813720703,6.177040283203125,4.278438366699218
5874814673382,0.474835208,1,-5.2061915100097655,5.592855078125,3.831919757080078
5874824672965,0.484834791,1,-5.194220501708984,5.289988568115234,3.7337574890136715
5874834672549,0.494834375,1,-4.961982940673828,5.082890124511718,3.611653204345703
5874844673017,0.504834843,1,-4.754884497070313,5.304353778076171,3.6667198425292966
5874854671090,0.514832916,1,-4.632780212402343,5.510255120849609,3.824737152099609
5874864672809,0.524834635,1,-4.5585599609375,5.8262897399902345,3.6762966491699216
5874874672965,0.534834791,1,-7.487865692138671,6.490680700683593,4.450820886230469
5874884672705,0.544834531,1,-6.172251879882812,7.949946612548827,5.983109948730468
5874894673538,0.554835364,1,-4.095281939697266,8.234856610107421,6.757634185791015
5874904671507,0.564833333,1,-4.574122271728515,7.325059979248047,5.632359405517578
5874914673538,0.574835364,1,-5.34984360961914,5.954379528808594,5.063736511230468
5874924673642,0.584835468,1,-3.689464758300781,5.178658190917968,5.123591552734375
5874934674423,0.594836249,1,-0.3962403747558593,6.064512805175781,5.121197351074218
5874944673590,0.604835416,1,0.33758243408203126,5.425260961914062,4.639962817382812
5874954670986,0.614832812,1,-2.996343377685547,4.198232611083984,1.889025109863281
5874964672809,0.624834635,1,-7.556100439453124,3.289633081054687,-0.16280571289062498
5874974672965,0.634834791,1,-7.970297326660156,4.668693237304687,0.44532150878906246
5874984673694,0.64483552,1,-4.802768530273437,5.743689782714843,2.4947581298828125
5874994673694,0.65483552,1,-5.02423218383789,6.827066033935546,3.3004069885253906
5875004670153,0.664831979,1,-6.4739212890625,7.837419134521484,3.873818286132812
5875014675205,0.674837031,1,-5.487510205078125,8.93755479736328,4.432864373779297
5875024671559,0.684833385,1,-5.764040496826172,9.072827191162109,5.236119030761718
5875034673382,0.694835208,1,-7.748833673095703,7.175422375488281,4.167107989501953
5875044673538,0.704835364,1,-9.246406811523437,7.038952880859375,3.907337109375
5875054672757,0.714834583,1,-6.5948284729003905,6.369773516845703,4.910507604980468
5875064673694,0.72483552,1,-5.541379742431641,6.470329986572265,5.682637640380859
5875074674580,0.734836406,1,-4.458003491210937,6.740874774169922,6.56968935546875
5875084673017,0.744834843,1,-4.199429711914062,6.624755993652343,6.864176159667968
5875094672601,0.754834427,1,-4.23893403930664,7.020996368408203,5.832275244140624
5875104673069,0.764834895,1,-5.123591552734375,6.0154316711425775,4.61602080078125
5875114673538,0.774835364,1,-5.118803149414062,6.461950280761719,3.366247534179687
5875124673434,0.78483526,1,-3.852270471191406,6.306327172851562,3.797203833007812
5875134673434,0.79483526,1,-4.575319372558593,6.376956121826171,3.4715924072265625
5875144673694,0.80483552,1,-5.1140147460937495,6.60799658203125,3.209427325439453
5875154673225,0.814835051,1,-4.435258575439453,6.682216833496093,4.314351391601562
5875164672548,0.824834374,1,-4.236539837646484,7.192181787109375,5.440823272705078
5875174674163,0.834835989,1,-4.554968658447265,6.495469104003906,5.832275244140624
5875184674111,0.844835937,1,-4.458003491210937,6.303932971191406,6.044162091064453
5875194673225,0.854835051,1,-3.73495458984375,6.011840368652344,5.785588311767578
5875204673225,0.864835051,1,-3.556586566162109,5.05655390625,4.697423657226563
5875214673694,0.87483552,1,-3.70263286743164,4.107252947998047,3.2046389221191403
5875224673434,0.88483526,1,-3.6092590026855467,3.7624879089355465,2.272097375488281
5875234679736,0.894841562,1,-3.1926679138183593,3.954024041748047,1.956062756347656
5875244675517,0.904837343,1,-2.932897033691406,4.872200378417968,2.233790148925781
5875254674788,0.914836614,1,-2.8287492614746093,6.337451794433593,2.598905902099609
5875264674423,0.924836249,1,-3.4153286682128905,7.128735443115234,3.0502129150390624
5875274672809,0.934834635,1,-4.513070129394531,7.570465649414062,2.999934680175781
